Elapsed Time (ms), Humidity (%)
22613120, 42.74
22615604, 42.69
22618089, 42.72
22620573, 42.73
22623058, 42.75
22625542, 42.66
22628027, 42.71
22630511, 42.70
22632996, 42.72
22635480, 42.71
22637964, 42.71
22640449, 42.71
22642933, 42.74
22645418, 42.75
22647902, 42.73
22650386, 42.74
22652871, 42.68
22655355, 42.68
22657840, 42.75
22660324, 42.78
22662809, 42.74
22665293, 42.71
22667777, 42.68
22670262, 42.72
22672746, 42.68
22675231, 42.64
22677715, 42.67
22680200, 42.70
22682684, 42.71
22685168, 42.69
22687653, 42.73
22690137, 42.75
22692622, 42.76
22695106, 42.71
22697591, 42.72
22700075, 42.67
22702560, 42.66
22705044, 42.78
22707529, 42.66
22710013, 42.62
22712497, 42.70
22714982, 42.66
22717466, 42.69
22719951, 42.71
22722435, 42.69
22724920, 42.71
22727404, 42.72
22729889, 42.72
22732373, 42.75
22734858, 42.73
22737342, 42.73
22739827, 42.69
22742311, 42.74
22744795, 42.71
22747280, 42.67
22749764, 42.68
22752249, 42.67
22754733, 42.70
22757218, 42.67
22759702, 42.70
22762187, 42.70
22764671, 42.76
22767155, 42.71
22769640, 42.69
22772124, 42.67
22774609, 42.64
22777093, 42.70
22779578, 42.67
22782062, 42.69
22784546, 42.74
22787031, 42.74
22789516, 42.70
22792000, 42.71
22794485, 42.70
22796969, 42.75
22799453, 42.76
22801938, 42.73
22804422, 42.73
22806907, 42.76
22809391, 42.76
22811876, 42.68
22814360, 42.73
22816845, 42.75
22819329, 42.74
22821813, 42.72
22824298, 42.67
22826782, 42.70
22829267, 42.67
22831751, 42.68
22834236, 42.61
22836720, 42.64
22839204, 42.69
22841689, 42.63
22844173, 42.62
22846658, 42.64
22849142, 42.61
22851627, 42.65
22854111, 42.62
22856596, 42.61
22859080, 42.66
22861564, 42.59
22864049, 42.59
22866533, 42.70
22869018, 42.67
22871502, 42.72
22873987, 42.68
22876471, 42.71
22878955, 42.69
22881440, 42.72
22883924, 42.71
22886409, 42.69
22888893, 42.73
22891378, 42.67
22893862, 42.71
22896347, 42.70
22898831, 42.71
22901315, 42.71
22903800, 42.71
22906284, 42.71
22908769, 42.71
22911253, 42.73
22913738, 42.70
22916222, 42.67
22918706, 42.71
22921191, 42.67
22923675, 42.71
22926160, 42.73
22928644, 42.69
22931129, 42.71
22933613, 42.69
22936098, 42.74
22938582, 42.72
22941066, 42.74
22943551, 42.67
22946035, 42.70
22948520, 42.74
22951004, 42.67
22953489, 42.68
22955973, 42.72
22958458, 42.68
22960942, 42.67
22963426, 42.68
22965911, 42.68
22968395, 42.70
22970880, 42.68
22973364, 42.69
22975849, 42.68
22978333, 42.68
22980818, 42.74
22983302, 42.70
22985786, 42.71
22988271, 42.67
22990755, 42.69
22993240, 42.69
22995725, 42.74
22998209, 42.68
23000693, 42.74
23003178, 42.76
23005663, 42.75
23008147, 42.71
23010632, 42.72
23013116, 42.77
23015601, 42.70
23018085, 42.73
23020570, 42.73
23023054, 42.71
23025539, 42.70
23028023, 42.68
23030507, 42.72
23032992, 42.69
23035476, 42.68
23037961, 42.73
23040445, 42.73
23042930, 42.69
23045414, 42.72
23047899, 42.71
23050383, 42.76
23052868, 42.75
23055352, 42.75
23057837, 42.76
23060321, 42.77
23062806, 42.76
23065290, 42.76
23067774, 42.79
23070259, 42.74
23072743, 42.75
23075228, 42.73
23077712, 42.72
23080197, 42.76
23082681, 42.77
23085166, 42.73
23087650, 42.73
23090134, 42.75
23092619, 42.69
23095103, 42.73
23097588, 42.72
23100072, 42.70
23102557, 42.69
23105041, 42.70
23107526, 42.73
23110010, 42.73
23112494, 42.72
23114979, 42.70
23117463, 42.66
23119948, 42.68
23122432, 42.70
23124917, 42.67
23127401, 42.73
23129885, 42.71
23132370, 42.72
23134855, 42.71
23137339, 42.70
23139824, 42.68
23142308, 42.70
23144793, 42.70
23147277, 42.76
23149762, 42.72
23152246, 42.72
23154730, 42.72
23157215, 42.69
23159699, 42.69
23162184, 42.70
23164668, 42.69
23167153, 42.72
23169638, 42.71
23172122, 42.72
23174606, 42.73
23177091, 42.68
23179575, 42.74
23182060, 42.74
23184544, 42.71
23187029, 42.71
23189513, 42.73
23191997, 42.73
23194482, 42.73
23196966, 42.72
23199451, 42.74
23201935, 42.71
23204420, 42.74
23206904, 42.67
23209388, 42.69
23211873, 42.66
23214357, 42.67
23216842, 42.66
23219326, 42.62
23221811, 42.66
23224295, 42.67
23226779, 42.70
23229264, 42.68
23231748, 42.66
23234233, 42.67
23236718, 42.73
23239202, 42.71
23241686, 42.71
23244171, 42.73
23246655, 42.72
23249140, 42.71
23251624, 42.81
23254109, 42.76
23256593, 42.76
23259077, 42.75
23261562, 42.80
23264046, 42.77
23266531, 42.71
23269015, 42.72
23271500, 42.73
23273984, 42.73
23276469, 42.75
23278953, 42.78
23281437, 42.71
23283922, 42.71
23286406, 42.79
23288891, 42.78
23291375, 42.75
23293860, 42.74
23296344, 42.77
23298829, 42.79
23301313, 42.72
23303797, 42.75
23306282, 42.78
23308766, 42.77
23311251, 42.74
23313735, 42.72
23316220, 42.75
23318704, 42.72
23321188, 42.77
23323673, 42.74
23326157, 42.74
23328642, 42.76
23331126, 42.76
23333611, 42.72
23336095, 42.76
23338580, 42.72
23341064, 42.70
23343549, 42.75
23346033, 42.70
23348518, 42.75
23351002, 42.79
23353487, 42.75
23355971, 42.69
23358455, 42.75
23360940, 42.70
23363424, 42.71
23365909, 42.80
23368393, 42.76
23370878, 42.74
23373362, 42.76
23375846, 42.68
23378331, 42.72
23380815, 42.69
23383300, 42.67
23385784, 42.67
23388269, 42.75
23390753, 42.70
23393237, 42.65
23395722, 42.74
23398206, 42.70
23400691, 42.72
23403175, 42.71
23405660, 42.76
23408144, 42.73
23410628, 42.72
23413113, 42.75
23415597, 42.75
23418082, 42.76
23420566, 42.81
23423051, 42.75
23425535, 42.71
23428020, 42.73
23430504, 42.66
23432989, 42.72
23435473, 42.75
23437958, 42.72
23440442, 42.66
23442927, 42.68
23445411, 42.68
23447896, 42.67
23450380, 42.65
23452864, 42.71
23455349, 42.71
23457833, 42.71
23460318, 42.76
23462802, 42.70
23465287, 42.74
23467771, 42.70
23470256, 42.73
23472740, 42.74
23475224, 42.73
23477709, 42.74
23480193, 42.70
23482678, 42.70
23485162, 42.70
23487646, 42.71
23490131, 42.72
23492615, 42.71
23495100, 42.75
23497584, 42.71
23500069, 42.75
23502553, 42.71
23505038, 42.73
23507522, 42.71
23510007, 42.72
23512492, 42.75
23514976, 42.75
23517460, 42.71
23519945, 42.77
23522429, 42.77
23524914, 42.75
23527398, 42.78
23529883, 42.78
23532367, 42.81
23534851, 42.77
23537336, 42.77
23539820, 42.79
23542305, 42.77
23544789, 42.74
23547274, 42.79
23549758, 42.74
23552243, 42.78
23554727, 42.74
23557212, 42.77
23559696, 42.77
23562181, 42.73
23564665, 42.71
23567149, 42.70
23569634, 42.71
23572118, 42.80
23574603, 42.77
23577087, 42.74
23579572, 42.76
23582056, 42.72
23584540, 42.75
23587025, 42.77
23589509, 42.76
23591994, 42.78
23594478, 42.80
23596963, 42.73
23599447, 42.76
23601932, 42.77
23604416, 42.78
23606900, 42.78
23609385, 42.75
23611869, 42.78
23614354, 42.72
23616838, 42.74
23619323, 42.74
23621807, 42.72
23624292, 42.72
23626776, 42.75
23629260, 42.77
23631745, 42.75
23634229, 42.74
23636714, 42.72
23639198, 42.72
23641683, 42.71
23644167, 42.71
23646651, 42.70
23649136, 42.69
23651620, 42.70
23654105, 42.75
23656589, 42.74
23659074, 42.74
23661558, 42.69
23664042, 42.76
23666527, 42.78
23669011, 42.75
23671496, 42.80
23673980, 42.79
23676465, 42.79
23678949, 42.76
23681433, 42.79
23683918, 42.80
23686402, 42.78
23688887, 42.81
23691371, 42.77
23693856, 42.80
23696340, 42.74
23698825, 42.76
23701309, 42.73
23703794, 42.76
23706278, 42.73
23708762, 42.74
23711247, 42.77
23713731, 42.75
23716216, 42.71
23718700, 42.76
23721185, 42.73
23723669, 42.67
23726153, 42.71
23728638, 42.73
23731122, 42.74
23733607, 42.77
23736091, 42.75
23738576, 42.73
23741060, 42.78
23743544, 42.74
23746029, 42.75
23748513, 42.75
23750998, 42.75
23753482, 42.76
23755967, 42.72
23758451, 42.71
23760936, 42.70
23763420, 42.70
23765904, 42.76
23768389, 42.79
23770873, 42.74
23773358, 42.77
23775842, 42.74
23778327, 42.74
23780811, 42.76
23783295, 42.73
23785780, 42.71
23788264, 42.75
23790749, 42.76
23793233, 42.74
23795718, 42.73
23798202, 42.76
23800687, 42.72
23803171, 42.76
23805655, 42.75
23808140, 42.73
23810624, 42.74
23813109, 42.74
23815593, 42.70
23818077, 42.68
23820562, 42.70
23823046, 42.74
23825531, 42.75
23828015, 42.71
23830500, 42.74
23832984, 42.77
23835468, 42.74
23837953, 42.76
23840437, 42.82
23842922, 42.79
23845406, 42.75
23847891, 42.80
23850375, 42.81
23852859, 42.79
23855344, 42.79
23857828, 42.82
23860313, 42.76
23862797, 42.75
23865282, 42.74
23867766, 42.78
23870251, 42.72
23872735, 42.72
23875219, 42.76
23877704, 42.76
23880188, 42.72
23882673, 42.76
23885157, 42.73
23887642, 42.74
23890126, 42.73
23892610, 42.78
23895095, 42.73
23897579, 42.78
23900064, 42.74
23902548, 42.76
23905033, 42.77
23907517, 42.74
23910002, 42.73
23912486, 42.73
23914970, 42.73
23917455, 42.72
23919939, 42.70
23922424, 42.69
23924908, 42.71
23927393, 42.70
23929877, 42.67
23932361, 42.70
23934846, 42.70
23937330, 42.68
23939815, 42.70
23942299, 42.69
23944784, 42.65
23947268, 42.67
23949752, 42.69
23952237, 42.64
23954721, 42.64
23957206, 42.71
23959690, 42.71
23962175, 42.74
23964659, 42.70
23967144, 42.73
23969628, 42.73
23972112, 42.72
23974597, 42.75
23977081, 42.70
23979566, 42.73
23982050, 42.73
23984535, 42.74
23987019, 42.75
23989503, 42.76
23991988, 42.74
23994472, 42.77
23996957, 42.73
23999441, 42.74
24001926, 42.75
24004410, 42.71
24006894, 42.70
24009379, 42.69
24011863, 42.75
24014348, 42.69
24016832, 42.71
24019317, 42.68
24021801, 42.64
24024286, 42.72
24026770, 42.71
24029254, 42.74
24031739, 42.67
24034223, 42.69
24036708, 42.69
24039193, 42.74
24041677, 42.70
24044161, 42.69
24046646, 42.74
24049130, 42.71
24051615, 42.73
24054099, 42.76
24056584, 42.76
24059068, 42.78
24061553, 42.70
24064037, 42.74
24066521, 42.75
24069006, 42.69
24071490, 42.72
24073975, 42.69
24076459, 42.69
24078944, 42.67
24081428, 42.67
24083912, 42.68
24086397, 42.71
24088881, 42.75
24091366, 42.77
24093850, 42.76
24096335, 42.78
24098819, 42.78
24101303, 42.71
24103788, 42.78
24106272, 42.74
24108757, 42.73
24111242, 42.75
24113726, 42.76
24116210, 42.72
24118695, 42.75
24121179, 42.70
24123664, 42.72
24126148, 42.79
24128633, 42.75
24131117, 42.73
24133601, 42.77
24136086, 42.74
24138570, 42.73
24141055, 42.74
24143539, 42.75
24146024, 42.72
24148508, 42.73
24150993, 42.73
24153477, 42.74
24155961, 42.75
24158446, 42.76
24160930, 42.74
24163415, 42.77
24165899, 42.79
24168384, 42.80
24170868, 42.75
24173352, 42.74
24175837, 42.73
24178321, 42.80
24180806, 42.74
24183290, 42.76
24185775, 42.77
24188259, 42.80
24190744, 42.75
24193228, 42.79
24195712, 42.78
24198197, 42.78
24200681, 42.81
24203166, 42.83
24205650, 42.82
24208135, 42.79
24210619, 42.73
24213103, 42.78
24215588, 42.80
24218072, 42.76
24220557, 42.76
24223042, 42.72
24225526, 42.76
24228010, 42.71
24230495, 42.75
24232979, 42.77
24235464, 42.85
24237948, 42.83
24240433, 42.78
24242917, 42.76
24245401, 42.78
24247886, 42.80
24250370, 42.79
24252855, 42.79
24255339, 42.80
24257824, 42.76
24260308, 42.75
24262793, 42.78
24265277, 42.80
24267761, 42.80
24270246, 42.78
24272730, 42.77
24275215, 42.78
24277699, 42.80
24280183, 42.78
24282668, 42.73
24285152, 42.72
24287637, 42.79
24290121, 42.84
24292606, 42.81
24295090, 42.76
24297575, 42.82
24300059, 42.75
24302543, 42.78
24305028, 42.78
24307512, 42.80
24309997, 42.77
24312481, 42.82
24314966, 42.81
24317450, 42.80
24319935, 42.80
24322419, 42.77
24324903, 42.75
24327388, 42.80
24329872, 42.73
24332357, 42.78
24334841, 42.83
24337326, 42.77
24339810, 42.80
24342295, 42.81
24344779, 42.79
24347264, 42.84
24349748, 42.79
24352233, 42.75
24354717, 42.72
24357201, 42.78
24359686, 42.77
24362170, 42.75
24364655, 42.77
24367139, 42.81
24369624, 42.81
24372108, 42.81
24374592, 42.80
24377077, 42.83
24379561, 42.82
24382046, 42.86
24384530, 42.83
24387015, 42.82
24389499, 42.81
24391983, 42.82
24394468, 42.82
24396952, 42.80
24399437, 42.79
24401921, 42.77
24404406, 42.81
24406890, 42.76
24409374, 42.80
24411859, 42.80
24414343, 42.80
24416828, 42.77
24419312, 42.75
24421797, 42.81
24424281, 42.78
24426766, 42.79
24429250, 42.79
24431734, 42.78
24434219, 42.81
24436703, 42.82
24439188, 42.85
24441672, 42.86
24444157, 42.82
24446641, 42.76
24449125, 42.84
24451610, 42.84
24454094, 42.84
24456579, 42.83
24459063, 42.88
24461548, 42.83
24464032, 42.80
24466517, 42.86
24469001, 42.86
24471485, 42.80
24473970, 42.81
24476454, 42.78
24478939, 42.80
24481423, 42.77
24483908, 42.78
24486392, 42.85
24488876, 42.83
24491361, 42.82
24493845, 42.81
24496330, 42.75
24498814, 42.82
24501299, 42.83
24503783, 42.87
24506267, 42.80
24508752, 42.78
24511236, 42.85
24513721, 42.83
24516205, 42.78
24518690, 42.82
24521174, 42.77
24523659, 42.81
24526143, 42.88
24528627, 42.84
24531112, 42.90
24533596, 42.85
24536081, 42.85
24538565, 42.88
24541050, 42.84
24543534, 42.88
24546018, 42.86
24548503, 42.89
24550987, 42.86
24553472, 42.83
24555956, 42.89
24558441, 42.86
24560925, 42.84
24563409, 42.85
24565894, 42.85
24568378, 42.87
24570863, 42.82
24573347, 42.81
24575832, 42.79
24578316, 42.81
24580800, 42.81
24583285, 42.83
24585769, 42.82
24588254, 42.84
24590738, 42.82
24593223, 42.82
24595707, 42.81
24598191, 42.84
24600676, 42.83
24603160, 42.84
24605645, 42.80
24608129, 42.80
24610614, 42.79
24613098, 42.79
24615582, 42.78
24618067, 42.80
24620551, 42.81
24623036, 42.79
24625520, 42.81
24628005, 42.75
24630489, 42.84
24632974, 42.81
24635458, 42.74
24637942, 42.80
24640427, 42.79
24642911, 42.82
24645396, 42.78
24647880, 42.80
24650365, 42.80
24652849, 42.81
24655333, 42.83
24657818, 42.81
24660302, 42.81
24662787, 42.80
24665271, 42.77
24667756, 42.78
24670240, 42.82
24672724, 42.75
24675209, 42.82
24677693, 42.80
24680178, 42.79
24682662, 42.81
24685147, 42.78
24687631, 42.81
24690116, 42.83
24692600, 42.82
24695084, 42.81
24697569, 42.83
24700053, 42.84
24702538, 42.78
24705022, 42.84
24707506, 42.86
24709991, 42.86
24712475, 42.83
24714960, 42.81
24717444, 42.79
24719929, 42.81
24722414, 42.80
24724898, 42.77
24727382, 42.76
24729867, 42.79
24732351, 42.79
24734836, 42.83
24737320, 42.79
24739805, 42.81
24742289, 42.86
24744773, 42.82
24747258, 42.80
24749742, 42.77
24752227, 42.78
24754711, 42.79
24757196, 42.78
24759680, 42.75
24762165, 42.76
24764649, 42.79
24767133, 42.80
24769618, 42.76
24772102, 42.82
24774587, 42.78
24777071, 42.81
24779556, 42.83
24782040, 42.81
24784524, 42.84
24787009, 42.84
24789493, 42.81
24791978, 42.81
24794462, 42.84
24796947, 42.83
24799431, 42.82
24801915, 42.82
24804400, 42.83
24806884, 42.83
24809369, 42.84
24811853, 42.86
24814338, 42.85
24816822, 42.87
24819306, 42.82
24821791, 42.85
24824275, 42.81
24826760, 42.85
24829244, 42.84
24831729, 42.84
24834213, 42.83
24836698, 42.82
24839182, 42.82
24841667, 42.83
24844151, 42.82
24846635, 42.84
24849120, 42.84
24851604, 42.81
24854089, 42.83
24856573, 42.82
24859058, 42.84
24861542, 42.82
24864026, 42.85
24866511, 42.81
24868995, 42.81
24871480, 42.81
24873964, 42.83
24876448, 42.84
24878933, 42.83
24881417, 42.80
24883902, 42.83
24886386, 42.83
24888871, 42.84
24891355, 42.82
24893839, 42.85
24896324, 42.83
24898808, 42.83
24901293, 42.84
24903777, 42.86
24906262, 42.80
24908746, 42.80
24911231, 42.78
24913715, 42.82
24916199, 42.83
24918684, 42.84
24921168, 42.84
24923653, 42.77
24926137, 42.75
24928622, 42.78
24931106, 42.80
24933590, 42.83
24936075, 42.76
24938559, 42.82
24941044, 42.81
24943528, 42.80
24946013, 42.81
24948497, 42.80
24950981, 42.83
24953466, 42.84
24955950, 42.84
24958435, 42.83
24960919, 42.82
24963404, 42.81
24965888, 42.84
24968373, 42.88
24970857, 42.82
24973341, 42.80
24975826, 42.80
24978311, 42.83
24980795, 42.82
24983280, 42.79
24985764, 42.84
24988248, 42.86
24990733, 42.81
24993217, 42.82
24995702, 42.80
24998186, 42.84
25000671, 42.82
25003155, 42.80
25005640, 42.80
25008124, 42.81
25010608, 42.78
25013093, 42.83
25015577, 42.83
25018062, 42.76
25020546, 42.77
25023031, 42.78
25025515, 42.84
25027999, 42.85
25030484, 42.84
25032968, 42.86
25035453, 42.84
25037937, 42.85
25040422, 42.77
25042906, 42.79
25045390, 42.80
25047875, 42.82
25050359, 42.80
25052844, 42.81
25055328, 42.80
25057813, 42.78
25060298, 42.82
25062782, 42.81
25065266, 42.78
25067751, 42.83
25070235, 42.82
25072720, 42.81
25075204, 42.80
25077689, 42.83
25080173, 42.81
25082657, 42.84
25085142, 42.81
25087626, 42.81
25090111, 42.76
25092595, 42.81
25095080, 42.81
25097564, 42.87
25100048, 42.86
25102533, 42.88
25105017, 42.81
25107502, 42.89
25109986, 42.84
25112471, 42.86
25114955, 42.85
25117439, 42.86
25119924, 42.84
25122408, 42.83
25124893, 42.90
25127377, 42.88
25129862, 42.86
25132346, 42.85
25134830, 42.89
25137315, 42.85
25139799, 42.86
25142284, 42.89
25144768, 42.86
25147253, 42.90
25149737, 42.86
25152222, 42.88
25154706, 42.90
25157190, 42.91
25159675, 42.86
25162159, 42.87
25164644, 42.89
25167128, 42.90
25169613, 42.88
25172097, 42.89
25174581, 42.91
25177066, 42.89
25179550, 42.87
25182035, 42.93
25184519, 42.91
25187004, 42.91
25189488, 42.91
25191972, 42.89
25194457, 42.89
25196941, 42.88
25199426, 42.87
25201910, 42.82
25204395, 42.82
25206879, 42.83
25209364, 42.83
25211848, 42.82
25214333, 42.86
25216817, 42.88
25219301, 42.83
25221786, 42.91
25224270, 42.88
25226755, 42.95
25229239, 42.88
25231724, 42.92
25234208, 42.92
25236692, 42.90
25239177, 42.91
25241661, 42.90
25244146, 42.89
25246630, 42.88
25249115, 42.84
25251599, 42.88
25254084, 42.92
25256568, 42.90
25259053, 42.84
25261537, 42.89
25264021, 42.88
25266506, 42.84
25268990, 42.85
25271475, 42.86
25273959, 42.87
25276444, 42.88
25278928, 42.91
25281412, 42.86
25283897, 42.87
25286381, 42.89
25288866, 42.88
25291350, 42.91
25293835, 42.92
25296319, 42.94
25298804, 42.90
25301288, 42.86
25303772, 42.87
25306257, 42.93
25308741, 42.93
25311226, 42.92
25313710, 42.87
25316195, 42.94
25318679, 42.90
25321163, 42.91
25323648, 42.93
25326132, 42.89
25328617, 42.90
25331101, 42.93
25333586, 42.87
25336071, 42.91
25338555, 42.94
25341039, 42.91
25343524, 42.90
25346008, 42.91
25348493, 42.91
25350977, 42.91
25353462, 42.83
25355946, 42.83
25358430, 42.87
25360915, 42.83
25363400, 42.84
25365884, 42.84
25368369, 42.86
25370853, 42.84
25373337, 42.87
25375822, 42.89
25378306, 42.94
25380791, 42.85
25383275, 42.85
25385760, 42.91
25388244, 42.89
25390728, 42.91
25393213, 42.91
25395697, 42.92
25398182, 42.95
25400666, 42.91
25403151, 42.90
25405635, 42.89
25408120, 42.90
25410604, 42.95
25413088, 42.90
25415573, 42.93
25418057, 42.91
25420542, 42.96
25423026, 42.89
25425511, 42.90
25427995, 42.94
25430479, 42.93
25432964, 42.92
25435448, 42.91
25437933, 42.91
25440417, 42.96
25442902, 42.93
25445386, 42.90
25447870, 42.96
25450355, 42.91
25452840, 42.93
25455324, 42.95
25457809, 42.97
25460293, 42.93
25462777, 42.90
25465262, 42.96
25467746, 42.92
25470231, 42.90
25472715, 42.89
25475200, 42.87
25477684, 42.87
25480168, 42.94
25482653, 42.91
25485137, 42.90
25487622, 42.86
25490106, 42.90
25492591, 42.91
25495075, 42.89
25497559, 42.91
25500044, 42.85
25502528, 42.87
25505013, 42.87
25507497, 42.87
25509982, 42.83
25512466, 42.86
25514950, 42.89
25517435, 42.87
25519919, 42.89
25522404, 42.93
25524888, 42.94
25527373, 42.92
25529857, 42.90
25532342, 42.89
25534826, 42.90
25537310, 42.91
25539795, 42.88
25542279, 42.91
25544764, 42.93
25547248, 42.91
25549733, 42.93
25552217, 42.96
25554701, 42.92
25557186, 42.95
25559670, 42.95
25562155, 42.95
25564639, 42.93
25567124, 42.94
25569608, 42.92
25572093, 42.91
25574577, 42.93
25577061, 42.97
25579546, 42.93
25582030, 42.90
25584515, 42.92
25586999, 42.90
25589484, 42.93
25591968, 42.90
25594453, 42.91
25596937, 42.86
25599421, 42.89
25601906, 42.93
25604390, 42.87
25606875, 42.95
25609359, 42.89
25611844, 42.87
25614328, 42.91
25616812, 42.89
25619297, 42.92
25621781, 42.95
25624266, 42.94
25626751, 42.91
25629235, 42.92
25631720, 42.92
25634204, 42.94
25636688, 42.94
25639173, 42.92
25641657, 42.90
25644142, 42.92
25646626, 42.95
25649111, 42.92
25651595, 42.92
25654079, 42.88
25656564, 42.90
25659048, 42.94
25661533, 42.94
25664017, 42.91
25666502, 42.92
25668986, 42.91
25671470, 42.90
25673955, 42.93
25676439, 42.97
25678924, 42.92
25681408, 42.92
25683893, 42.89
25686377, 42.91
25688861, 42.93
25691346, 42.95
25693830, 42.94
25696315, 42.96
25698799, 42.90
25701284, 42.88
25703768, 42.90
25706253, 42.89
25708737, 42.88
25711221, 42.92
25713706, 42.94
25716190, 42.93
25718675, 42.95
25721159, 42.95
25723644, 42.95
25726128, 42.98
25728613, 42.93
25731097, 42.92
25733582, 42.94
25736066, 42.91
25738551, 42.93
25741035, 42.91
25743520, 42.86
25746004, 42.87
25748488, 42.86
25750973, 42.83
25753457, 42.91
25755942, 42.90
25758426, 42.89
25760911, 42.87
25763395, 42.92
25765879, 42.91
25768364, 42.87
25770848, 42.91
25773333, 42.90
25775817, 42.86
25778302, 42.87
25780786, 42.89
25783271, 42.85
25785755, 42.94
25788239, 42.91
25790724, 42.93
25793208, 42.90
25795693, 42.91
25798177, 42.90
25800662, 42.94
25803146, 42.92
25805631, 42.93
25808115, 42.91
25810599, 42.91
25813084, 42.90
25815568, 42.88
25818053, 42.89
25820537, 42.87
25823022, 42.93
25825506, 42.94
25827990, 42.89
25830475, 42.95
25832959, 42.92
25835444, 42.92
25837928, 42.89
25840413, 42.92
25842897, 42.86
25845382, 42.88
25847866, 42.88
25850350, 42.85
25852835, 42.92
25855319, 42.88
25857804, 42.87
25860288, 42.90
25862773, 42.89
25865257, 42.88
25867741, 42.92
25870226, 42.89
25872710, 42.91
25875195, 42.87
25877679, 42.90
25880164, 42.86
25882648, 42.93
25885133, 42.89
25887617, 42.89
25890101, 42.90
25892586, 42.88
25895070, 42.92
25897555, 42.88
25900039, 42.91
25902524, 42.91
25905008, 42.92
25907492, 42.93
25909977, 42.91
25912461, 42.82
25914946, 42.85
25917430, 42.83
25919915, 42.84
25922399, 42.80
25924884, 42.83
25927368, 42.90
25929852, 42.86
25932337, 42.88
25934821, 42.89
25937306, 42.89
25939790, 42.89
25942275, 42.85
25944759, 42.88
25947244, 42.84
25949728, 42.86
25952212, 42.89
25954697, 42.93
25957181, 42.88
25959666, 42.90
25962150, 42.89
25964635, 42.90
25967119, 42.90
25969603, 42.88
25972088, 42.85
25974572, 42.88
25977057, 42.89
25979541, 42.87
25982025, 42.85
25984510, 42.86
25986994, 42.86
25989479, 42.86
25991963, 42.85
25994448, 42.87
25996932, 42.91
25999417, 42.83
26001901, 42.87
26004385, 42.85
26006870, 42.88
26009354, 42.83
26011839, 42.83
26014323, 42.87
26016808, 42.91
26019293, 42.92
26021777, 42.88
26024261, 42.91
26026746, 42.90
26029230, 42.90
26031715, 42.89
26034199, 42.87
26036684, 42.85
26039168, 42.91
26041652, 42.89
26044137, 42.87
26046621, 42.81
26049106, 42.86
26051590, 42.93
26054075, 42.93
26056559, 42.89
26059044, 42.90
26061528, 42.91
26064012, 42.85
26066497, 42.85
26068981, 42.88
26071466, 42.86
26073950, 42.87
26076435, 42.90
26078919, 42.87
26081403, 42.88
26083888, 42.86
26086372, 42.92
26088857, 42.84
26091341, 42.89
26093826, 42.91
26096310, 42.88
26098794, 42.85
26101279, 42.90
26103763, 42.92
26106248, 42.88
26108732, 42.95
26111217, 42.91
26113701, 42.95
26116185, 42.95
26118670, 42.96
26121154, 42.90
26123639, 42.93
26126123, 42.94
26128608, 42.91
26131092, 42.94
26133577, 42.91
26136061, 42.91
26138545, 42.95
26141030, 42.93
26143514, 42.93
26145999, 42.88
26148483, 42.91
26150968, 42.88
26153452, 42.86
26155936, 42.89
26158421, 42.92
26160905, 42.86
26163390, 42.86
26165874, 42.93
26168359, 42.90
26170843, 42.92
26173328, 42.94
26175812, 42.92
26178296, 42.93
26180781, 42.94
26183265, 42.90
26185750, 42.92
26188234, 42.91
26190719, 42.94
26193203, 42.96
26195688, 42.93
26198172, 42.96
26200656, 42.96
26203141, 42.94
26205625, 42.93
26208110, 42.90
26210594, 42.95
26213079, 42.91
26215563, 42.91
26218047, 42.97
26220532, 42.89
26223016, 42.92
26225501, 42.92
26227985, 42.92
26230470, 42.94
26232954, 42.89
26235439, 42.91
26237923, 42.90
26240407, 42.94
26242892, 42.94
26245376, 42.94
26247861, 42.92
26250345, 42.91
26252830, 42.90
26255315, 42.90
26257799, 42.92
26260283, 42.92
26262768, 42.91
26265252, 42.95
26267737, 42.94
26270221, 42.97
26272706, 42.91
26275190, 42.91
26277674, 42.94
26280159, 42.91
26282643, 42.90
26285128, 42.90
26287612, 42.93
26290097, 42.95
26292581, 42.97
26295065, 42.97
26297550, 42.97
26300034, 42.94
26302519, 42.95
26305003, 42.96
26307488, 42.96
26309972, 42.98
26312457, 42.99
26314941, 43.00
26317426, 42.93
26319910, 42.92
26322395, 42.97
26324879, 42.93
26327363, 42.90
26329848, 42.93
26332332, 42.87
26334817, 42.90
26337301, 42.86
26339786, 42.93
26342270, 42.94
26344754, 42.96
26347239, 42.96
26349723, 42.99
26352208, 42.97
26354692, 42.98
26357177, 42.99
26359661, 42.99
26362145, 42.96
26364630, 43.01
26367114, 43.00
26369599, 42.99
26372083, 42.93
26374568, 42.94
26377052, 42.94
26379536, 42.96
26382021, 42.96
26384505, 42.97
26386990, 42.97
26389474, 42.98
26391959, 42.95
26394443, 42.92
26396927, 42.95
26399412, 42.95
26401896, 42.95
26404381, 42.97
26406865, 42.93
26409350, 42.97
26411834, 42.95
26414319, 42.97
26416803, 42.97
26419287, 42.93
26421772, 43.00
26424256, 42.96
26426741, 42.98
26429225, 42.97
26431710, 42.96
26434194, 42.98
26436679, 42.99
26439163, 42.96
26441647, 43.00
26444132, 42.98
26446616, 43.00
26449101, 42.97
26451585, 42.95
26454070, 42.98
26456554, 42.95
26459038, 42.99
26461523, 42.97
26464007, 42.97
26466492, 42.94
26468976, 43.02
